,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
0,US0028241000,ABBOTT LABS,ABT,5.511,224.608190464
1,US00724F1012,ADOBE INC.,ADBE,20.95,311.4729472
2,US0079031078,"ADVANCED MIC.DEV.  DL-,01",AMD,12.014,172.531236864
3,US0162551016,"ALIGN TECHNOLOGY DL-,0001",ALGN,14.623,55.42545408
4,DE0008404005,ALLIANZ SE NA O.N.,ALIZF,0.843,97.51027712
5,US02079K1079,"ALPHABET INC.CL C DL-,001",GOOG,7.812,1959.980171264
6,US0231351067,"AMAZON.COM INC.    DL-,01",AMZN,4.085,1822.8379648
7,US0378331005,APPLE INC.,AAPL,6.949,2441.334751232
8,US0382221051,APPLIED MATERIALS INC.,AMAT,6.488,138.48674304
9,US04342Y1047,ASANA INC. CL.A O.N.,ASAN,89.002,24.94800896
10,NL0010273215,"ASML HOLDING    EO -,09",ASMLF,19.463,342.980395008
11,GB00BZ09BD16,"ATLASSIAN CORP. A DL -,10",TEAM,49.61,109.857390592
12,US0527691069,AUTODESK INC.,ADSK,18.21,71.031332864
13,US0567521085,"BAIDU A ADR DL-,000000625",BIDU,-0.114,57.10604288
14,CA0585861085,BALLARD PWR SYS,BLDP,39.301,5.154535936
15,CH0038389992,"BB BIOTECH NAM.   SF 0,20",BBAGF,1.767,7.4528384
16,US07373V1052,"BEAM THERAPEUTICS  DL-,01",BEAM,7533.59,6.456888832
17,US08862E1091,BEYOND MEAT INC.,BYND,13.949,6.153388032
18,US09075V1026,BIONTECH SE SPON. ADRS 1,BNTX,7.536,58.11677184
19,US11135F1012,"BROADCOM INC.     DL-,001",AVGO,9.787,229.484167168
20,US12047B1052,"BUMBLE INC. CL.A  DL -,01",BMBL,10.921,9.021402112
21,CNE100000296,BYD CO. LTD H        YC 1,BYDDF,0.655,110.640340992
22,DE0005313704,CARL ZEISS MEDITEC AG,CZMWF,11.832,18.804260864
23,US19260Q1076,"COINBASE GLB.CL.A -,00001",COIN,14.789,88.569339904
24,CH0334081137,"CRISPR THERAPEUT. SF -,03",CRSP,5.222,6.900439552
25,DE0006095003,ENCAVIS AG  INH. O.N.,,,
26,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,25.884,31.7313024
27,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,3.893,22.500288512
28,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,10.405,17.0544128
29,US30303M1027,"FACEBOOK INC.A DL-,000006",FB,7.906,927.804424192
30,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,2.971,17.15498496
31,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,14.735,61.049217024
32,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,6.231,64.404959232
33,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,22.958,129.573429248
34,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,11.405,4.790173696
35,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.843,2.643772672
36,DE000LS9HXM7,LANG+SCHWARZ O.E. INDEX,,,
37,DE000LS9PBC7,LANG+SCHWARZ O.E. INDEX,,,
38,DE000LS9PWA7,LANG+SCHWARZ O.E. INDEX,,,
39,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,57591.89,2.781436928
40,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,16.528,43.776262144
41,US5951121038,"MICRON TECHN. INC. DL-,10",MU,3.005,83.012788224
42,US5949181045,"MICROSOFT    DL-,00000625",MSFT,14.062,2491.797209088
43,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.639,41.29908736
44,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,10.514,286.922145792
45,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,34.688,745.13088512
46,US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,,0.052145976
47,US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,51.535,6.330059776
48,US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,37.758,44.872933376
49,US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,10.745,241.574313984
50,US7437131094,"PROTO LABS INC.   DL-,001",PRLB,3.528,1.713314176
51,US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,14.095,37.958893568
52,US79466L3024,"SALESFORCE.COM    DL-,001",CRM,13.152,297.89503488
53,DE0007164600,SAP SE O.N.,SAPGF,6.721,174.509572096
54,DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,14.567,43.036471296
55,DE0007276503,SECUNET SECURITY AG O.N.,,,
56,NL0012044747,SHOP APOTHEKE EUROPE INH.,SHPPF,2.848,3.214209536
57,CA82509L1076,SHOPIFY A SUB.VTG,SHOP,44.867,190.684561408
58,DE0007236101,SIEMENS AG  NA O.N.,SMAWF,2.935,135.136452608
59,LU1778762911,SPOTIFY TECH. S.A.  EUR 1,SPOT,5.688,52.497289216
60,US8522341036,SQUARE INC. A,SQ,6.393,106.55936512
61,IL0011267213,STRATASYS LTD,SSYS,3.303,2.326697216
62,DE000A2YN900,TEAMVIEWER AG  INH O.N.,TMVWF,7.717,3.405278208
63,US87918A1051,TELADOC HEALTH INC.DL-001,TDOC,12.823,22.613889024
64,KYG875721634,"TENCENT HLDGS   HD-,00002",TCTZF,1.365,589.141639168
65,US88160R1014,"TESLA INC. DL -,001",TSLA,24.834,1069.416382464
66,US8835561023,THERMO FISH.SCIENTIF.DL 1,TMO,6.548,246.599172096
67,US90138F1021,TWILIO INC.,TWLO,20.302,54.269079552
68,US90364P1057,"UIPATH INC.   A DL-,00001",PATH,37.509,29.279197184
69,US91332U1016,"UNITY SOFTWARE DL-,000005",U,48.007,51.36760832
70,DE000A0TGJ55,VARTA AG O.N.,VARGF,6.904,11.481465856
71,DE000A0BL849,VITA 34 AG NA O.N.,VTIAF,,
72,DE0007664039,VOLKSWAGEN AG VZO O.N.,VLKPF,1.083,137.652813824
73,US98954M2008,"ZILLOW GROUP C CAP.DL-,01",Z,3.694,17.045480448
