ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,5.881,11.327694848
US31189P1021,"FATE THERAPEUTICS DL-,001",FATE,-0.806,0.175441072
DE0005785604,FRESENIUS SE+CO.KGAA O.N.,FSNUF,1.286,16.67323904
US37637K1088,"GITLAB CL.A   DL-,0000025",GTLB,11.849,7.18117376
DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,0.645,4.898832896
DE0006048432,HENKEL AG+CO.KGAA VZO,HENOF,1.412,28.317923328
US4523271090,"ILLUMINA INC.      DL-,01",ILMN,5.281,22.16516608
DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,2.91,45.334654976
US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,14.436,103.88865024
US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,2.892,0.17987696
US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.536,1.463347968
NL0015000F41,"LILIUM N.V.  CL.A  EO0,01",LILM,,0.355905504
US5747951003,"MASIMO CORP.      DL-,001",MASI,2.412,4.439361536
US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,4.226,10.372644864
IE00BTN1Y115,"MEDTRONIC PLC    DL-,0001",MDT,3.757,101.2799488
DE0007100000,MERCEDES-BENZ GRP NA O.N.,MBGAF,1.062,72.727724032
DE0006599905,MERCK KGAA O.N.,MKGAF,3.713,71.757561856
US30303M1027,"META PLATF.  A DL-,000006",META,6.598,811.651825664
US5951121038,"MICRON TECHN. INC. DL-,10",MU,5.209,76.627181568
US5949181045,"MICROSOFT    DL-,00000625",MSFT,11.324,2431.463456768
DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.782,53.910790144
DE000A31C305,MYNARIC AG  NA O.N.,MOYFF,12.393,0.127477536
US64110L1061,"NETFLIX INC.      DL-,001",NFLX,5.524,169.06502144
KYG6525F1028,"NIO INC. CL. A DL -,00025",NIOIF,0.402,15.3648896
US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,32.721,1130.321412096
US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,2.979,0.010549022
DK0060094928,ORSTED A/S          DK 10,DOGEF,0.566,20.053014528
US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,14.841,2.037036544
US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,15.278,35.741896704
US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,2.267,63.433773056
NL0012044747,REDCARE PHARMACY INH.,SHPPF,1.412,3.110829312
US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,2.743,10.164519936
US79466L3024,"SALESFORCE INC.   DL-,001",CRM,6.146,201.761275904
DE0007164600,SAP SE O.N.,SAPGF,4.669,152.419254272
DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,6.645,20.630829056
DE0007276503,SECUNET SECURITY AG O.N.,,,
CA82509L1076,SHOPIFY A SUB.VTG,SHOP,10.34,68.820615168
DE0007236101,SIEMENS AG  NA O.N.,SMAWF,2.032,112.495542272
DE000A0DJ6J9,SMA SOLAR TECHNOL.AG,SMTGF,1.499,2.328717056
US8334451098,"SNOWFLAKE INC. A DL-,0001",SNOW,20.171,52.735512576
LU1778762911,SPOTIFY TECH. S.A.  EUR 1,SPOT,2.383,31.251337216
IL0011267213,STRATASYS LTD,SSYS,1.076,0.853839488
DE000A2YN900,TEAMVIEWER SE  INH O.N.,TMVWF,5.547,2.872132864
US87918A1051,TELADOC HEALTH INC.DL-001,TDOC,1.467,3.084602624
KYG875721634,"TENCENT HLDGS   HD-,00002",TCTZF,0.789,370.855673856
US88160R1014,"TESLA INC. DL -,001",TSLA,8.622,826.919550976
US8835561023,THERMO FISH.SCIENTIF.DL 1,TMO,5.202,192.415383552
US90138F1021,TWILIO INC.,TWLO,1.905,10.296500224
US90364P1057,"UIPATH INC.   A DL-,00001",PATH,6.714,9.475858432
US91332U1016,"UNITY SOFTWARE DL-,000005",U,7.049,11.561228288
DE000A0TGJ55,VARTA AG O.N.,VARGF,5.326,4.33879296
DE000A0BL849,VITA 34 AG NA O.N.,VTIAF,1.68,0.110480136
DE0007664039,VOLKSWAGEN AG VZO O.N.,VLKPF,0.808,60.424404992
US98980L1017,"ZOOM VIDEO COMM. A -,001",ZM,3.083,19.70666496
IE00B3RBWM25,VANG.FTSE A.-WO.U.ETF DLD,VFPEF,,
US912810SN90,"1,25 %        USA 20/50                   15.MN",,,
ES0000012H58,"1,45 %        SPANIEN 21/71               31.OKT",,,
IT0005438004,"1,5 %         ITALIEN 21/45               30.AO",,,
