,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
30,DE0005557508,DT.TELEKOM AG NA,DTEGF,2.486,95.550529536
31,DE0006095003,ENCAVIS AG  INH. O.N.,ENCVF,4.053,3.351745792
32,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,24.851,42.835566592
33,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,2.275,12.388952064
34,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,4.475,6.793494528
35,US31189P1021,"FATE THERAPEUTICS DL-,001",FATE,28.839,2.455077632
36,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,0.621,4.3339776
37,DE0006048432,HENKEL AG+CO.KGAA VZO,HENOF,1.342,26.343563264
38,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,6.969,31.272812544
39,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,2.523,31.72195328
40,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,11.616,72.211423232
41,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,3.543,0.736382592
42,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.895,2.813432064
43,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,6232.565,0.591093376
44,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,5.997,15.391607808
45,IE00BTN1Y115,"MEDTRONIC PLC    DL-,0001",MDT,4.328,119.198171136
46,US30303M1027,"META PLATF.  A DL-,000006",META,3.093,397.811154944
47,US5951121038,"MICRON TECHN. INC. DL-,10",MU,1.72,57.47410944
48,US5949181045,"MICROSOFT    DL-,00000625",MSFT,9.073,1823.603294208
49,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.519,35.761573888
50,DE000A0JCY11,MYNARIC AG  INH O.N.,MOYFF,16.954,0.147259808
51,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,3.799,108.343721984
52,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,10.876,333.47944448
53,US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,-2.302,0.019427648
54,DK0060094928,ORSTED A/S          DK 10,DOGEF,0.786,38.957727744
55,US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,10.066,1.369281664
56,US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,7.945,16.224297984
57,US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,4.198,109.900292096
58,US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,2.797,10.071574528
59,US79466L3024,"SALESFORCE INC.   DL-,001",CRM,5.194,152.830001152
60,DE0007164600,SAP SE O.N.,SAPGF,3.544,99.586195456
61,DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,7.672,26.072889344
62,DE0007276503,SECUNET SECURITY AG O.N.,,,
63,NL0012044747,SHOP APOTHEKE EUROPE INH.,SHPPF,1.02,0.858344064
64,CA82509L1076,SHOPIFY A SUB.VTG,SHOP,6.893,41.780436992
65,DE0007236101,SIEMENS AG  NA O.N.,SMAWF,1.835,82.916073472
66,US8334451098,"SNOWFLAKE INC. A DL-,0001",SNOW,33.815,60.063997952
67,LU1778762911,SPOTIFY TECH. S.A.  EUR 1,SPOT,1.64,19.208101888
68,IL0011267213,STRATASYS LTD,SSYS,0.945,1.033971456
69,DE000A2YN900,TEAMVIEWER AG  INH O.N.,TMVWF,4.914,1.8424672
70,US87918A1051,TELADOC HEALTH INC.DL-001,TDOC,2.532,4.870755328
71,KYG875721634,"TENCENT HLDGS   HD-,00002",TCTZF,0.86,358.091522048
72,US88160R1014,"TESLA INC. DL -,001",TSLA,13.989,968.461582336
73,US8835561023,THERMO FISH.SCIENTIF.DL 1,TMO,5.619,211.436765184
74,US90138F1021,TWILIO INC.,TWLO,3.057,13.919331328
75,US90364P1057,"UIPATH INC.   A DL-,00001",PATH,6.052,7.648037888
76,US91332U1016,"UNITY SOFTWARE DL-,000005",U,8.742,11.07528704
77,DE000A0TGJ55,VARTA AG O.N.,VARGF,4.656,3.583634944
78,DE000A0BL849,VITA 34 AG NA O.N.,VTIAF,6.245,0.073875008
79,DE0007664039,VOLKSWAGEN AG VZO O.N.,VLKPF,0.946,91.0780416
80,US98980L1017,"ZOOM VIDEO COMM. A -,001",ZM,4.19,23.311556608
81,DE000LS9HXM7,LANG+SCHWARZ O.E. INDEX,,,
82,DE000LS9PBC7,LANG+SCHWARZ O.E. INDEX,,,
