,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
0,US0028241000,ABBOTT LABS,ABT,5.353,221.655154688
1,US00724F1012,ADOBE INC.,ADBE,14.662,244.416053248
2,US0079031078,"ADVANCED MIC.DEV.  DL-,01",AMD,8.361,127.088869376
3,US0162551016,"ALIGN TECHNOLOGY DL-,0001",ALGN,9.261,36.584685568
4,DE0008404005,ALLIANZ SE NA O.N.,ALIZF,1.042,105.177890816
5,US02079K1079,"ALPHABET INC.CL C DL-,001",GOOG,6.921,1769.881862144
6,US0231351067,"AMAZON.COM INC.    DL-,01",AMZN,3.218,1460.363067392
7,US0378331005,APPLE INC.,AAPL,7.513,2782.238343168
8,US0382221051,APPLIED MATERIALS INC.,AMAT,5.115,117.614534656
9,US04342Y1047,ASANA INC. CL.A O.N.,ASAN,25.046,8.948591616
10,NL0010273215,"ASML HOLDING    EO -,09",ASMLF,13.761,260.956291072
11,GB00BZ09BD16,"ATLASSIAN CORP. A DL -,10",TEAM,33.354,80.670859264
12,US0527691069,AUTODESK INC.,ADSK,12.235,52.692328448
13,US0567521085,"BAIDU A ADR DL-,000000625",BIDU,-0.189,51.001085952
14,CA0585861085,BALLARD PWR SYS,BLDP,15.873,2.743311104
15,CH0038389992,"BB BIOTECH NAM.   SF 0,20",BBAGF,0.831,6.327809024
16,US07373V1052,"BEAM THERAPEUTICS  DL-,01",BEAM,4100.192,4.368186368
17,US08862E1091,BEYOND MEAT INC.,BYND,8.261,3.580723456
18,US09075V1026,BIONTECH SE SPON. ADRS 1,BNTX,2.722,39.341105152
19,US11135F1012,"BROADCOM INC.     DL-,001",AVGO,9.449,231.250706432
20,US12047B1052,"BUMBLE INC. CL.A  DL -,01",BMBL,6.453,5.16141568
21,CNE100000296,BYD CO. LTD H        YC 1,BYDDF,0.494,82.414370816
22,DE0005313704,CARL ZEISS MEDITEC AG,CZMWF,8.512,13.885652992
23,US19260Q1076,"COINBASE GLB.CL.A -,00001",COIN,6.042,46.508204032
24,CH0334081137,"CRISPR THERAPEUT. SF -,03",CRSP,2.486,4.515092992
25,DE0006095003,ENCAVIS AG  INH. O.N.,,,
26,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,12.83,16.71020032
27,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,3.21,18.77250048
28,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,7.546,12.1884416
29,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,1.864,10.8123136
30,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,12.142,51.885346816
31,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,4.855,52.6449664
32,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,14.942,97.093443584
33,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,6.133,2.31351168
34,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.923,1.876688
35,DE000LS9HXM7,LANG+SCHWARZ O.E. INDEX,,,
36,DE000LS9PBC7,LANG+SCHWARZ O.E. INDEX,,,
37,DE000LS9PWA7,LANG+SCHWARZ O.E. INDEX,,,
38,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,27588.416,1.346681472
39,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,12.225,30.91854336
40,US30303M1027,"META PLATF.  A DL-,000006",FB,7.072,839.28481792
41,US5951121038,"MICRON TECHN. INC. DL-,10",MU,2.909,88.764956672
42,US5949181045,"MICROSOFT    DL-,00000625",MSFT,12.255,2310.985220096
43,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.658,43.747434496
44,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,6.138,170.641620992
45,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,22.293,569.172754432
