,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
0,US0028241000,ABBOTT LABS,ABT,4.396,192.58589184
1,US00724F1012,ADOBE INC.,ADBE,10.95,183.821041664
2,US0079031078,"ADVANCED MIC.DEV.  DL-,01",AMD,7.087,145.554210816
3,US0162551016,"ALIGN TECHNOLOGY DL-,0001",ALGN,4.709,20.69511168
4,DE0008404005,ALLIANZ SE NA O.N.,ALIZF,0.791,73.697345536
5,US02079K1079,"ALPHABET INC.CL C DL-,001",GOOG,4.624,1492.98806784
6,US0231351067,"AMAZON.COM INC.    DL-,01",AMZN,2.749,1230.797275136
7,US0378331005,APPLE INC.,AAPL,6.534,2537.677389824
8,US0382221051,APPLIED MATERIALS INC.,AMAT,3.542,90.004717568
9,US04342Y1047,ASANA INC. CL.A O.N.,ASAN,7.89,3.43227264
10,NL0010273215,"ASML HOLDING    EO -,09",ASMLF,10.861,222.274977792
11,GB00BZ09BD16,"ATLASSIAN CORP. A DL -,10",TEAM,18.339,50.007916544
12,US0527691069,AUTODESK INC.,ADSK,9.631,44.195299328
13,US0567521085,"BAIDU A ADR DL-,000000625",BIDU,-0.221,50.390765568
14,CA0585861085,BALLARD PWR SYS,BLDP,9.526,2.12254144
15,CH0038389992,"BB BIOTECH NAM.   SF 0,20",BBAGF,-5.274,6.327809024
16,US07373V1052,"BEAM THERAPEUTICS  DL-,01",BEAM,53.906,4.764791296
17,US08862E1091,BEYOND MEAT INC.,BYND,5.468,2.061315328
18,US09075V1026,BIONTECH SE SPON. ADRS 1,BNTX,1.409,37.881802752
19,US11135F1012,"BROADCOM INC.     DL-,001",AVGO,7.897,213.743321088
20,US12047B1052,"BUMBLE INC. CL.A  DL -,01",BMBL,6.937,6.459154432
21,CNE100000296,BYD CO. LTD H        YC 1,BYDDF,0.41,130.051104768
22,DE0005313704,CARL ZEISS MEDITEC AG,CZMWF,6.638,12.293152768
23,US19260Q1076,"COINBASE GLB.CL.A -,00001",COIN,1.354,15.407577088
24,CH0334081137,"CRISPR THERAPEUT. SF -,03",CRSP,4.513,6.113689088
25,DE0006095003,ENCAVIS AG  INH. O.N.,,,
26,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,19.905,34.51037696
27,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,2.728,14.858753024
28,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,5.255,8.1462528
29,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,0.611,4.568572928
30,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,7.248,32.5464064
31,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,2.949,32.820647936
32,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,12.758,80.471392256
33,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,2.75,0.467749536
34,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.914,3.18835584
35,DE000LS9HXM7,LANG+SCHWARZ O.E. INDEX,,,
36,DE000LS9PBC7,LANG+SCHWARZ O.E. INDEX,,,
37,DE000LS9PWA7,LANG+SCHWARZ O.E. INDEX,,,
38,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,9687.832,0.806565824
39,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,7.278,20.551272448
40,US30303M1027,"META PLATF.  A DL-,000006",FB,3.355,458.937729024
41,US5951121038,"MICRON TECHN. INC. DL-,10",MU,2.028,68.27395072
42,US5949181045,"MICROSOFT    DL-,00000625",MSFT,9.276,2009.91440896
43,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.465,31.51566848
44,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,3.423,100.837081088
45,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,14.768,443.32679168
46,US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,-0.879,0.026480528
47,US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,7.4,1.00747968
48,US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,11.082,20.506832896
49,US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,3.535,100.077821952
50,US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,3.147,11.818686464
51,US79466L3024,"SALESFORCE.COM    DL-,001",CRM,6.102,179.398508544
52,DE0007164600,SAP SE O.N.,SAPGF,3.861,107.24974592
53,DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,6.811,27.05225728
54,DE0007276503,SECUNET SECURITY AG O.N.,,,
55,NL0012044747,SHOP APOTHEKE EUROPE INH.,SHPPF,1.419,1.591463936
56,CA82509L1076,SHOPIFY A SUB.VTG,SHOP,6.991,45.805309952
57,DE0007236101,SIEMENS AG  NA O.N.,SMAWF,1.937,88.311062528
58,LU1778762911,SPOTIFY TECH. S.A.  EUR 1,SPOT,1.804,22.46596608
59,US8522341036,SQUARE INC. A,SQ,2.351,42.237472768
60,IL0011267213,STRATASYS LTD,SSYS,1.399,1.35140288
61,DE000A2YN900,TEAMVIEWER AG  INH O.N.,TMVWF,5.133,2.251995136
62,US87918A1051,TELADOC HEALTH INC.DL-001,TDOC,3.379,6.969553408
63,KYG875721634,"TENCENT HLDGS   HD-,00002",TCTZF,0.915,407.585456128
64,US88160R1014,"TESLA INC. DL -,001",TSLA,11.913,861.140221952
65,US8835561023,THERMO FISH.SCIENTIF.DL 1,TMO,6.203,227.803480064
66,US90138F1021,TWILIO INC.,TWLO,3.324,15.330074624
67,US90364P1057,"UIPATH INC.   A DL-,00001",PATH,9.281,10.08299008
68,US91332U1016,"UNITY SOFTWARE DL-,000005",U,8.311,11.094575104
69,DE000A0TGJ55,VARTA AG O.N.,VARGF,4.372,4.112908032
70,DE000A0BL849,VITA 34 AG NA O.N.,VTIAF,7.956,0.307853376
71,DE0007664039,VOLKSWAGEN AG VZO O.N.,VLKPF,0.923,95.211184128
