,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
0,US0028241000,ABBOTT LABS,ABT,5.069,209.113464832
1,US00724F1012,ADOBE INC.,ADBE,13.41,216.494768128
2,US0079031078,"ADVANCED MIC.DEV.  DL-,01",AMD,7.72,176.064086016
3,US0162551016,"ALIGN TECHNOLOGY DL-,0001",ALGN,8.635,35.175100416
4,DE0008404005,ALLIANZ SE NA O.N.,ALIZF,0.973,101.5853056
5,US02079K1079,"ALPHABET INC.CL C DL-,001",GOOG,6.788,1856.179011584
6,US0231351067,"AMAZON.COM INC.    DL-,01",AMZN,3.635,1664.53051392
7,US0378331005,APPLE INC.,AAPL,7.675,2844.63464448
8,US0382221051,APPLIED MATERIALS INC.,AMAT,4.657,112.553361408
9,US04342Y1047,ASANA INC. CL.A O.N.,ASAN,19.845,7.566320128
10,NL0010273215,"ASML HOLDING    EO -,09",ASMLF,14.242,270.4338944
11,GB00BZ09BD16,"ATLASSIAN CORP. A DL -,10",TEAM,32.025,77.50365184
12,US0527691069,AUTODESK INC.,ADSK,10.85,46.863044608
13,US0567521085,"BAIDU A ADR DL-,000000625",BIDU,-0.223,48.712327168
14,CA0585861085,BALLARD PWR SYS,BLDP,22.323,3.442683648
15,CH0038389992,"BB BIOTECH NAM.   SF 0,20",BBAGF,317345.78,6.327809024
16,US07373V1052,"BEAM THERAPEUTICS  DL-,01",BEAM,62.396,4.120381696
17,US08862E1091,BEYOND MEAT INC.,BYND,7.645,3.128351232
18,US09075V1026,BIONTECH SE SPON. ADRS 1,BNTX,3.015,44.124332032
19,US11135F1012,"BROADCOM INC.     DL-,001",AVGO,10.01,255.984009216
20,US12047B1052,"BUMBLE INC. CL.A  DL -,01",BMBL,6.386,5.15956992
21,CNE100000296,BYD CO. LTD H        YC 1,BYDDF,0.502,98.941321216
22,DE0005313704,CARL ZEISS MEDITEC AG,CZMWF,8.914,14.784531456
23,US19260Q1076,"COINBASE GLB.CL.A -,00001",COIN,4.825,48.964825088
24,CH0334081137,"CRISPR THERAPEUT. SF -,03",CRSP,2.815,5.098021888
25,DE0006095003,ENCAVIS AG  INH. O.N.,,,
26,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,16.276,27.777032192
27,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,3.291,19.364808704
28,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,8.508,13.029040128
29,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,2.1,8.478747648
30,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,13.895,56.877568
31,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,4.069,46.564012032
32,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,17.62,109.150191616
33,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,8.569,1.91736256
34,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.939,2.427533056
35,DE000LS9HXM7,LANG+SCHWARZ O.E. INDEX,,,
36,DE000LS9PBC7,LANG+SCHWARZ O.E. INDEX,,,
37,DE000LS9PWA7,LANG+SCHWARZ O.E. INDEX,,,
38,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,46665.07,1.108029056
39,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,14.602,30.861924352
40,US30303M1027,"META PLATF.  A DL-,000006",FB,4.586,625.478729728
41,US5951121038,"MICRON TECHN. INC. DL-,10",MU,2.795,85.33454848
42,US5949181045,"MICROSOFT    DL-,00000625",MSFT,13.722,2323.119079424
43,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.645,37.298561024
44,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,9.511,165.429280768
45,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,29.858,665.663045632
46,US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,,0.03229722
47,US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,17.368,2.091268992
48,US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,13.966,27.726659584
49,US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,8.994,137.079087104
50,US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,11.094,16.870619136
51,US79466L3024,"SALESFORCE.COM    DL-,001",CRM,8.395,209.066246144
52,DE0007164600,SAP SE O.N.,SAPGF,5.323,134.615924736
53,DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,10.134,28.813993984
54,DE0007276503,SECUNET SECURITY AG O.N.,,,
55,NL0012044747,SHOP APOTHEKE EUROPE INH.,SHPPF,2.1,1.565584128
56,CA82509L1076,SHOPIFY A SUB.VTG,SHOP,23.956,86.707470336
57,DE0007236101,SIEMENS AG  NA O.N.,SMAWF,2.451,112.250363904
58,LU1778762911,SPOTIFY TECH. S.A.  EUR 1,SPOT,2.938,29.441849344
