,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
0,US0028241000,ABBOTT LABS,ABT,4.702,189.58032896
1,US00724F1012,ADOBE INC.,ADBE,11.854,224.299712512
2,US0079031078,"ADVANCED MIC.DEV.  DL-,01",AMD,7.573,183.436115968
3,US0162551016,"ALIGN TECHNOLOGY DL-,0001",ALGN,6.923,27.059472384
4,DE0008404005,ALLIANZ SE NA O.N.,ALIZF,0.671,91.196841984
5,US02079K1079,"ALPHABET INC.CL C DL-,001",GOOG,5.008,1530.754367488
6,US0231351067,"AMAZON.COM INC.    DL-,01",AMZN,2.74,1337.545719808
7,US0378331005,APPLE INC.,AAPL,7.821,3050.89609728
8,US0382221051,APPLIED MATERIALS INC.,AMAT,4.579,121.377030144
9,US04342Y1047,ASANA INC. CL.A O.N.,ASAN,8.053,4.77915392
10,NL0010273215,"ASML HOLDING    EO -,09",ASMLF,11.555,287.567151104
11,US0494681010,ATLASSIAN CORP. CL.A,TEAM,12.569,43.128344576
12,US0527691069,AUTODESK INC.,ADSK,8.747,43.730477056
13,US0567521085,"BAIDU A ADR DL-,000000625",BIDU,-0.162,48.027480064
14,CA0585861085,BALLARD PWR SYS,BLDP,5.422,1.302266624
15,DE000BASF111,BASF SE NA O.N.,BFFAF,0.728,42.853658624
16,DE000BAY0017,BAYER AG NA O.N.,BAYZF,1.777,54.257348608
17,CH0038389992,"BB BIOTECH NAM.   SF 0,20",BBAGF,184227.75,4.223659008
18,US07373V1052,"BEAM THERAPEUTICS  DL-,01",BEAM,20.423,2.433624832
19,US0846707026,"BERKSH. H.B NEW DL-,00333",BRK/B,,
20,US08862E1091,BEYOND MEAT INC.,BYND,4.305,0.833662528
21,US09075V1026,BIONTECH SE SPON. ADRS 1,BNTX,1.082,26.01005056
22,US8522341036,BLOCK INC. A,SQ,2.062,40.267927552
23,US11135F1012,"BROADCOM INC.     DL-,001",AVGO,10.782,357.97532672
24,US12047B1052,"BUMBLE INC. CL.A  DL -,01",BMBL,3.473,5.48158976
25,CNE100000296,BYD CO. LTD H        YC 1,BYDDF,0.152,101.291196416
26,DE0005313704,CARL ZEISS MEDITEC AG,CZMWF,5.234,10.375109632
27,US19260Q1076,"COINBASE GLB.CL.A -,00001",COIN,5.574,16.782911488
28,CH0334081137,"CRISPR THERAPEUT. SF -,03",CRSP,27.884,4.431416832
29,DE0005552004,DEUTSCHE POST AG NA O.N.,DPSTF,0.786,58.270748672
30,DE0005557508,DT.TELEKOM AG NA,DTEGF,2.397,106.96278016
31,DE0006095003,ENCAVIS AG  INH. O.N.,ENCVF,9.51,14061.092732928
32,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,8.281,22.952128512
33,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,2.271,12.527947776
34,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,8.601,16.946604032
35,US31189P1021,"FATE THERAPEUTICS DL-,001",FATE,1.321,0.468310208
36,DE0005785604,FRESENIUS SE+CO.KGAA O.N.,FSNUF,1.268,14.925779968
37,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,0.566,4.35715072
38,DE0006048432,HENKEL AG+CO.KGAA VZO,HENOF,1.588,30.858942464
39,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,6.905,29.642170368
40,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,3.503,52.1088
41,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,17.426,119.815102464
42,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,3.016,0.294562752
43,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.58,2.240297984
44,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,,
45,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,4.74,11.653592064
46,IE00BTN1Y115,"MEDTRONIC PLC    DL-,0001",MDT,4.245,117.209120768
47,DE0007100000,MERCEDES-BENZ GRP NA O.N.,MBGAF,1.13,86.261997568
48,US30303M1027,"META PLATF.  A DL-,000006",META,6.191,735.452266496
49,US5951121038,"MICRON TECHN. INC. DL-,10",MU,3.262,69.0669568
50,US5949181045,"MICROSOFT    DL-,00000625",MSFT,11.863,2532.081664
51,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.703,51.515506688
52,DE000A31C305,MYNARIC AG  NA O.N.,MOYFF,33.058,0.144581536
53,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,6.097,195.815849984
54,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,39.12,1044.85945344
55,US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,-2.54,0.014727658
56,DK0060094928,ORSTED A/S          DK 10,DOGEF,0.611,39.997648896
57,US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,24.774,3.323550464
58,US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,15.017,32.475684864
59,US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,2.665,74.451329024
60,US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,2.615,9.004607488
61,US79466L3024,"SALESFORCE INC.   DL-,001",CRM,6.317,205.76722944
62,DE0007164600,SAP SE O.N.,SAPGF,4.949,160.90415104
63,DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,6.768,20.123004928
64,DE0007276503,SECUNET SECURITY AG O.N.,,,
65,NL0012044747,SHOP APOTHEKE EUROPE INH.,SHPPF,1.475,3.110829312
66,CA82509L1076,SHOPIFY A SUB.VTG,SHOP,13.234,82.620817408
67,DE0007236101,SIEMENS AG  NA O.N.,SMAWF,2.407,130.497634304
