,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
0,US0028241000,ABBOTT LABS,ABT,5.579,227.136847872
1,US00724F1012,ADOBE INC.,ADBE,20.624,312.8860672
2,US0079031078,"ADVANCED MIC.DEV.  DL-,01",AMD,11.829,178.593447936
3,US0162551016,"ALIGN TECHNOLOGY DL-,0001",ALGN,14.136,54.235164672
4,DE0008404005,ALLIANZ SE NA O.N.,ALIZF,0.832,96.837894144
5,US02079K1079,"ALPHABET INC.CL C DL-,001",GOOG,7.829,1979.890663424
6,US0231351067,"AMAZON.COM INC.    DL-,01",AMZN,4.029,1787.772665856
7,US0378331005,APPLE INC.,AAPL,6.929,2460.796059648
8,US0382221051,APPLIED MATERIALS INC.,AMAT,6.51,141.597343744
9,US04342Y1047,ASANA INC. CL.A O.N.,ASAN,88.363,26.051416064
10,NL0010273215,"ASML HOLDING    EO -,09",ASMLF,19.553,354.603204608
11,GB00BZ09BD16,"ATLASSIAN CORP. A DL -,10",TEAM,49.679,112.504971264
12,US0527691069,AUTODESK INC.,ADSK,18.206,72.401002496
13,US0567521085,"BAIDU A ADR DL-,000000625",BIDU,-0.087,59.36842752
14,CA0585861085,BALLARD PWR SYS,BLDP,43.879,5.437261824
15,CH0038389992,"BB BIOTECH NAM.   SF 0,20",BBAGF,1.767,7.4528384
16,US07373V1052,"BEAM THERAPEUTICS  DL-,01",BEAM,6875.151,6.27598848
17,US08862E1091,BEYOND MEAT INC.,BYND,12.15,5.392234496
18,US09075V1026,BIONTECH SE SPON. ADRS 1,BNTX,4.067,57.752997888
19,US11135F1012,"BROADCOM INC.     DL-,001",AVGO,9.853,231.830355968
20,US12047B1052,"BUMBLE INC. CL.A  DL -,01",BMBL,8.199,6.747129856
21,CNE100000296,BYD CO. LTD H        YC 1,BYDDF,0.643,112.2224128
22,DE0005313704,CARL ZEISS MEDITEC AG,CZMWF,11.336,18.526947328
23,US19260Q1076,"COINBASE GLB.CL.A -,00001",COIN,12.05,89.82646784
24,CH0334081137,"CRISPR THERAPEUT. SF -,03",CRSP,5.024,6.805545984
25,DE0006095003,ENCAVIS AG  INH. O.N.,,,
26,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,27.221,33.946556416
27,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,3.978,23.36433152
28,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,9.653,15.801652224
29,US30303M1027,"FACEBOOK INC.A DL-,000006",FB,8.043,948.274200576
30,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,2.966,16.895870976
31,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,14.3,59.933237248
32,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,6.317,63.676289024
33,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,22.358,126.794121216
34,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,12.527,4.971107328
35,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.851,2.93609472
36,DE000LS9HXM7,LANG+SCHWARZ O.E. INDEX,,,
37,DE000LS9PBC7,LANG+SCHWARZ O.E. INDEX,,,
38,DE000LS9PWA7,LANG+SCHWARZ O.E. INDEX,,,
39,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,55660.074,2.670633984
40,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,16.001,41.599340544
41,US5951121038,"MICRON TECHN. INC. DL-,10",MU,3.074,86.469328896
42,US5949181045,"MICROSOFT    DL-,00000625",MSFT,14.051,2528.086851584
43,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.617,40.856223744
44,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,10.926,302.3634432
45,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,34.383,757.318811648
46,US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,,0.049534012
47,US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,48.507,6.026737152
48,US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,30.431,45.770039296
49,US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,9.815,244.737933312
50,US7437131094,"PROTO LABS INC.   DL-,001",PRLB,3.359,1.634959616
51,US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,13.864,37.000884224
52,US79466L3024,"SALESFORCE.COM    DL-,001",CRM,13.014,300.210356224
53,DE0007164600,SAP SE O.N.,SAPGF,6.474,168.925200384
54,DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,14.567,41.148342272
55,DE0007276503,SECUNET SECURITY AG O.N.,,,
56,NL0012044747,SHOP APOTHEKE EUROPE INH.,SHPPF,2.848,3.152738304
57,CA82509L1076,SHOPIFY A SUB.VTG,SHOP,48.288,209.007214592
58,DE0007236101,SIEMENS AG  NA O.N.,SMAWF,2.892,135.787405312
59,LU1778762911,SPOTIFY TECH. S.A.  EUR 1,SPOT,5.726,53.742391296
60,US8522341036,SQUARE INC. A,SQ,6.297,104.848039936
61,IL0011267213,STRATASYS LTD,SSYS,2.87,2.176123136
62,DE000A2YN900,TEAMVIEWER AG  INH O.N.,TMVWF,7.04,3.076306944
63,US87918A1051,TELADOC HEALTH INC.DL-001,TDOC,11.979,21.839069184
64,KYG875721634,"TENCENT HLDGS   HD-,00002",TCTZF,1.366,602.670759936
65,US88160R1014,"TESLA INC. DL -,001",TSLA,22.057,1037.822394368
66,US8835561023,THERMO FISH.SCIENTIF.DL 1,TMO,6.657,250.318995456
67,US90138F1021,TWILIO INC.,TWLO,19.683,54.240546816
68,US90364P1057,"UIPATH INC.   A DL-,00001",PATH,34.875,27.576829952
69,US91332U1016,"UNITY SOFTWARE DL-,000005",U,54.272,56.244064256
70,DE000A0TGJ55,VARTA AG O.N.,VARGF,6.962,6.043044352
71,DE000A0BL849,VITA 34 AG NA O.N.,VTIAF,3.409,0.0797082
72,DE0007664039,VOLKSWAGEN AG VZO O.N.,VLKPF,1.08,140.584763392
73,US98954M2008,"ZILLOW GROUP C CAP.DL-,01",Z,3.507,16.294011904
