,ISIN,Wertpapiername,Ticker,Price to revenue,Marketcap
0,US0028241000,ABBOTT LABS,ABT,5.359,221.902716928
1,US00724F1012,ADOBE INC.,ADBE,14.092,223.878774784
2,US0079031078,"ADVANCED MIC.DEV.  DL-,01",AMD,8.085,135.73677056
3,US0162551016,"ALIGN TECHNOLOGY DL-,0001",ALGN,9.874,40.14411776
4,DE0008404005,ALLIANZ SE NA O.N.,ALIZF,1.027,106.943823872
5,US02079K1079,"ALPHABET INC.CL C DL-,001",GOOG,6.451,1774.174994432
6,US0231351067,"AMAZON.COM INC.    DL-,01",AMZN,3.413,1560.049614848
7,US0378331005,APPLE INC.,AAPL,7.43,2752.103579648
8,US0382221051,APPLIED MATERIALS INC.,AMAT,5.117,117.65006336
9,US04342Y1047,ASANA INC. CL.A O.N.,ASAN,34.009,11.476569088
10,NL0010273215,"ASML HOLDING    EO -,09",ASMLF,13.346,261.689229312
11,GB00BZ09BD16,"ATLASSIAN CORP. A DL -,10",TEAM,33.694,81.561985024
12,US0527691069,AUTODESK INC.,ADSK,12.155,49.962467328
13,US0567521085,"BAIDU A ADR DL-,000000625",BIDU,-0.149,56.819494912
14,CA0585861085,BALLARD PWR SYS,BLDP,16.089,2.7651392
15,CH0038389992,"BB BIOTECH NAM.   SF 0,20",BBAGF,0.831,6.327809024
16,US07373V1052,"BEAM THERAPEUTICS  DL-,01",BEAM,4401.483,4.306863616
17,US08862E1091,BEYOND MEAT INC.,BYND,8.714,3.791614976
18,US09075V1026,BIONTECH SE SPON. ADRS 1,BNTX,2.877,41.4582784
19,US11135F1012,"BROADCOM INC.     DL-,001",AVGO,9.65,236.75019264
20,US12047B1052,"BUMBLE INC. CL.A  DL -,01",BMBL,6.689,5.187259904
21,CNE100000296,BYD CO. LTD H        YC 1,BYDDF,0.507,98.478022656
22,DE0005313704,CARL ZEISS MEDITEC AG,CZMWF,8.091,13.586018304
23,US19260Q1076,"COINBASE GLB.CL.A -,00001",COIN,6.658,50.947407872
24,CH0334081137,"CRISPR THERAPEUT. SF -,03",CRSP,2.52,4.545703936
25,DE0006095003,ENCAVIS AG  INH. O.N.,,,
26,US29355A1079,"ENPHASE ENERGY INC.DL-,01",ENPH,14.238,19.655329792
27,FR0014000MR3,"EUROFINS SCI.INH.EO 0,01",ERFSF,3.291,19.067553792
28,US30063P1057,"EXACT SCIEN.       DL-,01",EXAS,8.54,13.951233024
29,DE000A161408,HELLOFRESH SE  INH O.N.,HLFFF,1.666,9.723616256
30,US4523271090,"ILLUMINA INC.      DL-,01",ILMN,11.728,51.719667712
31,DE0006231004,INFINEON TECH.AG NA O.N.,IFNNF,4.438,48.736681984
32,US46120E6023,"INTUITIVE SURGIC. DL-,001",ISRG,17.023,101.2987904
33,US46185L1035,"INVITAE CORP.    DL-,0001",NVTA,6.721,2.44707072
34,US47759T1007,JINKOSOLAR ADR/4 DL-00002,JKS,0.926,1.962534144
35,DE000LS9HXM7,LANG+SCHWARZ O.E. INDEX,,,
36,DE000LS9PBC7,LANG+SCHWARZ O.E. INDEX,,,
37,DE000LS9PWA7,LANG+SCHWARZ O.E. INDEX,,,
38,NL0015000F41,LILIUM N.V.  CL.A     EO1,LILM,27588.416,1.34952256
39,US57667L1070,"MATCH GR.INC. NEW DL-,001",MTCH,11.797,31.920664576
40,US30303M1027,"META PLATF.  A DL-,000006",FB,4.783,597.601943552
41,US5951121038,"MICRON TECHN. INC. DL-,10",MU,3.327,100.511449088
42,US5949181045,"MICROSOFT    DL-,00000625",MSFT,11.719,2211.876438016
43,DE0008430026,MUENCH.RUECKVERS.VNA O.N.,MURGF,0.642,42.583113728
44,US64110L1061,"NETFLIX INC.      DL-,001",NFLX,6.257,173.72717056
45,US67066G1040,"NVIDIA CORP.      DL-,001",NVDA,24.358,596.809089024
46,US68620A2033,"ORGANOVO HLDGS     DL-,01",ONVO,,0.023939988
47,US69404D1081,"PAC.BIOSCI.OF CAL.DL-,001",PACB,19.343,2.479521536
48,US69608A1088,PALANTIR TECHNOLOGIES INC,PLTR,16.807,26.323286016
49,US70450Y1038,"PAYPAL HDGS INC.DL-,0001",PYPL,5.306,134.312845312
50,US77543R1023,"ROKU INC   CL. A DL-,0001",ROKU,7.99,22.027470848
51,US79466L3024,"SALESFORCE.COM    DL-,001",CRM,8.395,204.78148608
52,DE0007164600,SAP SE O.N.,SAPGF,5.323,147.24653056
53,DE0007165631,SARTORIUS AG VZO O.N.,SUVPF,12.617,32.15609856
54,DE0007276503,SECUNET SECURITY AG O.N.,,,
55,NL0012044747,SHOP APOTHEKE EUROPE INH.,SHPPF,2.102,2.32160384
56,CA82509L1076,SHOPIFY A SUB.VTG,SHOP,23.956,107.4724864
57,DE0007236101,SIEMENS AG  NA O.N.,SMAWF,2.659,132.578861056
58,LU1778762911,SPOTIFY TECH. S.A.  EUR 1,SPOT,3.052,31.11517184
59,US8522341036,SQUARE INC. A,SQ,3.007,61.994749952
60,IL0011267213,STRATASYS LTD,SSYS,1.982,1.65893376
61,DE000A2YN900,TEAMVIEWER AG  INH O.N.,TMVWF,7.674,3.530806784
62,US87918A1051,TELADOC HEALTH INC.DL-001,TDOC,6.511,11.659137024
63,KYG875721634,"TENCENT HLDGS   HD-,00002",TCTZF,1.297,587.592892416
64,US88160R1014,"TESLA INC. DL -,001",TSLA,16.376,888.818630656
65,US8835561023,THERMO FISH.SCIENTIF.DL 1,TMO,6.468,223.145426944
66,US90138F1021,TWILIO INC.,TWLO,10.582,34.03943936
67,US90364P1057,"UIPATH INC.   A DL-,00001",PATH,21.962,19.622518784
68,US91332U1016,"UNITY SOFTWARE DL-,000005",U,29.412,32.580118528
69,DE000A0TGJ55,VARTA AG O.N.,VARGF,5.166,4.40596224
70,DE000A0BL849,VITA 34 AG NA O.N.,VTIAF,3.395,0.310977024
71,DE0007664039,VOLKSWAGEN AG VZO O.N.,VLKPF,1.079,130.179710976
